uid,node,webinar,url,time,time_period,all_visits,enrolment,all_enrol,purchased_entity,all_orders
10338,[],[],http://grmds.org/braceImpact,1642379335.0,1642379.0,"[""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/braceImpact'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/node/9632'"", ""'http://grmds.org/form/2021-q4-brace-4-impact-non-hs'"", ""'http://grmds.org/user/jack-newman'"", ""'http://grmds.org/node/add/projects?element_parents=field_project_file/widget&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/9632/read'"", ""'http://grmds.org/table_update_pro/ajax/9632'"", ""'http://grmds.org/history/1392/read'"", ""'http://grmds.org/node/add/projects'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/table_update_usr/ajax/10638'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/search/node?keys=competition'"", ""'http://grmds.org/table_update_pro/ajax/add'"", ""'http://grmds.org/table_update_pro/ajax/1392'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/autologout_ajax_get_time_left?_wrapper_format=drupal_ajax'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/search/node?keys=brace for impact'"", ""'http://grmds.org/node/add/projects?element_parents=field_project_file/widget&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/user/10638/dashboard'"", ""'http://grmds.org/history/125/read'""]",,,,
16482,[],[],,,,,272.0,['272'],,
6246,"['/node/625', '/node/928']",[],,,,,146.0,['146'],,
10344,[],[],http://grmds.org/,1642409791.0,1642409.0,"[""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/10932/dashboard'"", ""'http://grmds.org/table_update_usr/ajax/10932'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10932        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",,,,
2154,[],['/webinar/Intro-to-Spatial-Analytics-and-Epidemiological-Modeling-for-Covid-19'],http://grmds.org/user/login?moodleurl=http://learn.grmds.org/,1642743374.0,1642743.0,"[""'http://grmds.org/images/menu/DSIC.svg'"", ""'http://grmds.org/images/menu/star.svg'"", ""'http://grmds.org/images/menu/competition.svg'"", ""'http://grmds.org/user/images/menu/impacter.svg'"", ""'http://grmds.org/images/menu/talent.svg'"", ""'http://grmds.org/user/images/menu/star.svg'"", ""'http://grmds.org/user/images/menu/talent.svg'"", ""'http://grmds.org/user/images/menu/organization.svg'"", ""'http://grmds.org/'"", ""'http://grmds.org/user/images/menu/tech_support_icon.svg'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/images/menu/orders.svg'"", ""'http://grmds.org/user/images/menu/wave.svg'"", ""'http://grmds.org/user/images/required.svg'"", ""'http://grmds.org/user/images/menu/rmdsLogo.svg'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/history/125/read'"", ""'http://grmds.org/table_update_usr/ajax/16680'"", ""'http://grmds.org/user/images/menu/DSIC.svg'"", ""'http://grmds.org/user/images/menu/expertHead.svg'"", ""'http://grmds.org/images/menu/organization.svg'"", ""'http://grmds.org/user/images/menu/edit.svg'"", ""'http://grmds.org/user/images/menu/social.svg'"", ""'http://grmds.org/images/menu/talent_acquisition.svg'"", ""'http://grmds.org/images/menu/check.svg'"", ""'http://grmds.org/images/menu/social.svg'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/images/menu/microphone.svg'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16680        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16680        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16680        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/images/menu/rmdsLogo.svg'"", ""'http://grmds.org/images/ico-arrow-white.png'"", ""'http://grmds.org/user/images/menu/book.svg'"", ""'http://grmds.org/images/menu/tech_support_icon.svg'"", ""'http://grmds.org/images/menu/expertBullet.svg'"", ""'http://grmds.org/user/images/menu/workflow.svg'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16680        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/images/menu/eye.svg'"", ""'http://grmds.org/images/menu/microphone.svg'"", ""'http://grmds.org/user/16680/edit'"", ""'http://grmds.org/images/menu/marketing.svg'"", ""'http://grmds.org/images/menu/expertHead.svg'"", ""'http://grmds.org/user/images/ico-arrow-white.png'"", ""'http://grmds.org/resources'"", ""'http://grmds.org/images/menu/workflow.svg'"", ""'http://grmds.org/user/images/menu/talent_acquisition.svg'"", ""'http://grmds.org/images/menu/pencil.svg'"", ""'http://grmds.org/images/menu/case.svg'"", ""'http://grmds.org/user/images/menu/mentor.svg'"", ""'http://grmds.org/images/menu/mentor.svg'"", ""'http://grmds.org/images/menu/impacter.svg'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16680        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/images/menu/data.svg'"", ""'http://grmds.org/user/images/menu/case.svg'"", ""'http://grmds.org/user/images/menu/marketing.svg'"", ""'http://grmds.org/user/images/menu/certCheck.svg'"", ""'http://grmds.org/user/images/menu/check.svg'"", ""'http://grmds.org/images/menu/gear.svg'"", ""'http://grmds.org/images/menu/data.svg'"", ""'http://grmds.org/user/images/menu/gear.svg'"", ""'http://grmds.org/images/menu/certCheck.svg'"", ""'http://grmds.org/user/images/menu/expertBullet.svg'"", ""'http://grmds.org/user/images/menu/upload.svg'"", ""'http://grmds.org/images/menu/book.svg'"", ""'http://grmds.org/user/images/menu/competition.svg'"", ""'http://grmds.org/rmds_messenger/chat/0'"", ""'http://grmds.org/company/9598'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/user/images/menu/pencil.svg'"", ""'http://grmds.org/user/16680/dashboard'""]",,,228,228
6252,"['/node/625', '/node/1313']",[],http://grmds.org/user/reset/9552/1643914388/M4kMrcxlnJ1EIXV5pIeINH7Jz-BaqE-ixQqaoldDzFA,1643914412.0,1643914.0,"[""'http://grmds.org/history/653/read'"", ""'http://grmds.org/table_update_pro/ajax/9616'"", ""'http://grmds.org/node/9616'"", ""'http://grmds.org/PI-portal'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_your_resume_here&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/history/9616/read'"", ""'http://grmds.org/user/reset/9552/1643914388/M4kMrcxlnJ1EIXV5pIeINH7Jz-BaqE-ixQqaoldDzFA'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/table_update_usr/ajax/9552'"", ""'http://grmds.org/table_update_pro/ajax/653'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/9552/dashboard'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_your_resume_here&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/ds-volunteer-application-form'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/ds-volunteer-application-form/confirmation?token=r2E6k5BOEITwSbNXWD0GK-q2vF4jExoXaK4EQkmy4qQ'"", ""'http://grmds.org/careers/pi-program'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",197.0,197.0,,
10350,[],[],,,,,,,,
6258,[],[],http://grmds.org/user/login,1644268613.0,1644268.0,"[""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/quickedit/attachments?_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/comp/nft?utm_source=Email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=02152022-newsletter'"", ""'http://grmds.org/table_update_usr/ajax/2862'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/quickedit/metadata'"", ""'http://grmds.org/contextual/render'"", ""'http://grmds.org/user/2862/dashboard'"", ""'http://grmds.org/history/9610/read'""]",,,298,298
10356,[],[],,,,,,,281,281
6264,['/node/356'],[],,,,,,,,
10362,['/node/625'],[],,,,,,,281,281
2172,[],[],,,,,,,,
6270,[],[],http://grmds.org/braceImpact,1642379335.0,1642379.0,"[""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/braceImpact'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/node/9632'"", ""'http://grmds.org/form/2021-q4-brace-4-impact-non-hs'"", ""'http://grmds.org/user/jack-newman'"", ""'http://grmds.org/node/add/projects?element_parents=field_project_file/widget&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/9632/read'"", ""'http://grmds.org/table_update_pro/ajax/9632'"", ""'http://grmds.org/history/1392/read'"", ""'http://grmds.org/node/add/projects'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/table_update_usr/ajax/10638'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/search/node?keys=competition'"", ""'http://grmds.org/table_update_pro/ajax/add'"", ""'http://grmds.org/table_update_pro/ajax/1392'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10638        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/autologout_ajax_get_time_left?_wrapper_format=drupal_ajax'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/search/node?keys=brace for impact'"", ""'http://grmds.org/node/add/projects?element_parents=field_project_file/widget&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/user/10638/dashboard'"", ""'http://grmds.org/history/125/read'""]",171.0,['171'],,
10368,"['/node/625', '/node/1305']",[],,,,,,,,
2178,[],[],http://grmds.org/user/login,1644265124.0,1644265.0,"[""'http://grmds.org/history/9631/read'"", ""'http://grmds.org/history/9633/read'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/table_update_pro/ajax/9633'"", ""'http://grmds.org/history/9635/read'"", ""'http://grmds.org/table_update_usr/ajax/10474'"", ""'http://grmds.org/table_update_pro/ajax/9631'"", ""'http://grmds.org/user/17142/dashboard'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/node/9634'"", ""'http://grmds.org/node/9631'"", ""'http://grmds.org/node/9632'"", ""'http://grmds.org/node/9635'"", ""'http://grmds.org/table_update_usr/ajax/6417'"", ""'http://grmds.org/table_update_pro/ajax/9634'"", ""'http://grmds.org/history/9632/read'"", ""'http://grmds.org/table_update_pro/ajax/9632'"", ""'http://grmds.org/table_update_usr/ajax/16670'"", ""'http://grmds.org/table_update_usr/ajax/17142'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/history/9634/read'"", ""'http://grmds.org/table_update_usr/ajax/16299'"", ""'http://grmds.org/table_update_usr/ajax/10638'"", ""'http://grmds.org/node/9633'"", ""'http://grmds.org/table_update_pro/ajax/9635'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=17142        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=17142        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/get_node_read_timestamps'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=17142        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=17142        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=17142        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/user/6417/dashboard'"", ""'http://grmds.org/user/jin-kun-chai'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='""]",,,,
6276,[],[],,,,,,,,
10374,['/node/1268'],[],,,,,,,235,235
2184,[],[],,,,,,,,
6282,[],[],http://grmds.org/user/login,1643019325.0,1643019.0,"[""'http://grmds.org/table_update_usr/ajax/6417'"", ""'http://grmds.org/history/1387/read'"", ""'http://grmds.org/node/1387'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/history/125/read'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/table_update_pro/ajax/1387'""]",79.0,79.0,,
10380,[],[],,,,,,,,
2190,[],[],,,,,197.0,197.0,,
6288,['/node/625'],[],http://grmds.org/user/login?moodleurl=http://learn.grmds.org/course/view.php?id=80,1642417704.0,1642417.0,"[""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16800        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16800        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/user/16800/dashboard'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16800        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/course/view.php?id=80'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16800        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16800        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/table_update_usr/ajax/16800'""]",146.0,"['153', '146']",,
10386,"['/node/731', '/node/1133', '/node/1140', '/node/1181', '/node/1189', '/node/1190', '/node/1254', '/node/1255', '/node/1278']",[],http://grmds.org/user/login?moodleurl=http://learn.grmds.org/,1642746379.0,1642746.0,"[""'http://grmds.org/table_update_usr/ajax/9936'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/9936/dashboard'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",,,,
